微博id,微博正文,发布时间,点赞数,转发数,评论数
O7SUWbcp1,DoNews实地走访安徽、河南、山东等国内多个县城和乡镇市场后发现：目前OPPO是几家手机厂商在AI手机上投入最多的厂商。前段时间开始，OPPO（包括一加）好多手机型号后面都加上“AI手机”了  [组图共3张] 原图 ,2024-04-02 19:26,153,7,30
O7RPx0psI,乘联会：预估2024年3月全国新能源乘用车厂商批发销量82万辆，同比增长33%，环比增长84%。 3月电车销量局势很明显30万级别就比亚迪一个玩家9万级别就特斯拉一个玩家3-5万级别有5个玩家，长安，吉利，上汽五菱，埃安，理想其他新能源品牌的要努力了，先混到月销量3万辆[挖土]  原图 ,2024-04-02 16:40,150,6,34
O7RDrksDu,小米汽车，我愿称之为“互联网之王”，还有谁？  [组图共12张] 原图 ,2024-04-02 16:10,156,7,40
O7R2Q5BOj,小米SU7明天就开始交付了，我没抢到小米SU7创始版，开始就准备了30万，有钱花都花不出去，郁闷  原图 ,2024-04-02 14:40,168,6,58
O7Qg2Dp5w,仰望U8销量达到5523辆，销售额直接突破60.6亿元，给咱们国产豪车长脸了[开学季]  [组图共2张] 原图 ,2024-04-02 12:40,239,14,56
O7PGwloRN,#P70发不发售#每天10点08，12点08去华为商城看，谁会这样？哦，原来那个人是我，华为P70什么时候发售？第一时间抢购，第一时间在深圳线下店排队买  原图 ,2024-04-02 11:12,223,8,48
O7PA0rk3l,OPPO Find X7 Ultra限时降500元！12+256GB 5499元16+256GB 5999元16+512GB 6499元16+1TB卫星通讯版 7499元（没变）  原图 ,2024-04-02 10:56,174,8,47
O7PnSpGV1,真我GT Neo6 SE真机，配置有高通骁龙7+ Gen3处理器，1.5k分辨率双曲面屏，BOE S1发光材料，支持 0.5-120Hz 无级自适应刷新率，120w充电，5500mAh电池，厚度8.6mm，重199g，这个月发布，2000左右吧，就看起子哥这次诚意够不够足啦？  [组图共2张] 原图 ,2024-04-02 10:27,156,8,32
O7P7Go7x5,瑞银称，苹果iPhone 2月全球销量总计1740万部，下滑4%，低于2023年2月的1810万部华为、小米、vivo和OPPO，继续获得市场份额，导致iPhone在华同比下降16%瑞银认为，在截至3月31日的季度中，苹果将销售约5100万部iPhone，低于去年的5600万部  原图 ,2024-04-02 09:47,148,8,43
O7O9fcMPU,#王腾回应红米汽车#王腾：我问过雷总，目前没有推出红米汽车的计划。小米第一款车定价20-30万，红米汽车定价10-20万？不过红米汽车目前没有发布计划  原图 ,2024-04-02 07:18,180,4,38
O7K1Wy9UB,全新腾势N7发布：售价23.98-32.19万元，竞争对手有特斯拉Model Y等限时 2000 定金抵 10000 尾款，那就是全系价格再低8000元，售价23.18-32.18万元  原图 ,2024-04-01 20:49,155,8,36
O7JdTjVCJ,比亚迪：2024年3月新能源汽车销量302459辆，同比上涨46%。比亚迪：2024年1-3月新能源汽车销量626263辆，累计同比上涨13.44%。  [组图共3张] 原图 ,2024-04-01 18:45,277,10,28
O7IE4h5Y6,你参与抢购小米SU7创始版了吗？ 参与抢购小米SU7创始版了？  ,2024-04-01 17:17,559,3,10
O7IrYB98z,【问界3月交付量超越理想汽车】问界3月交付31727辆，理想3月交付28984辆。  [组图共2张] 原图 ,2024-04-01 16:47,152,5,29
O7Ip9t8Qy,比亚迪董事长王传福：比亚迪目前正在研发第二代的刀片电池系统，最快能在2024年8月发布。目前新能源行业已进入淘汰赛，2024年-2026年将是规模、成本和技术的决战。市场消息称，第二代刀片电池的体积利用率相比第一代将提升超40%，能量密度达190Wh/kg，搭载该电池的汽车续航可达1000km以上。但这一消息真假未知。 原图 ,2024-04-01 16:40,239,19,64
O7HZy6juN,#小米汽车引发同行快速反应#又有几个车降价了，另外，有的小米SU7版本，提车时间要到27-30周，国庆节以后  原图 ,2024-04-01 15:37,163,9,39
O7Hi1mshg,#华为P70#华为P70经常上热搜，是不是快来了？到时候抢一个，没抢到首批小米汽车  ,2024-04-01 13:50,159,6,38
O7GAQvKfn,今天12点，小米SU7创始版第二轮抢购，秒空！又没有抢到  [组图共2张] 原图 ,2024-04-01 12:04,148,8,41
O7GxtFlmX,vivo X100Pro相册更新了AI消除功能，效果如视频 数码疯报的微博视频  ,2024-04-01 11:55,146,7,35
O7FYzsbEN,#小米汽车锁单量#：传闻的小米SU7锁单量数字是错的。[看书]  原图 ,2024-04-01 10:29,143,8,40
O7FMWzQuw,4月1日，极氪007增强版上市，售价20.99万元，价格下探2万元大家注意啊，不是愚人节玩笑，这是真事#极氪007增强版上市#  [组图共8张] 原图 ,2024-04-01 10:01,214,14,78
O7FEM138t,全新腾势N7：100万以内最豪华超舒适性能的智能电动SUV！  原图 ,2024-04-01 09:41,141,7,26
O7FsMnrtd,4月1日，特斯拉Model Y涨价5000元！Model Y 后轮驱动版涨价5000元至263900元Model Y长续航版涨价5000元至304900元Model Y高性能版涨价5000元至368900元嗯嗯，别人降价，特斯拉涨价 #特斯拉中国今日涨价#  原图 ,2024-04-01 09:11,139,10,44
O7FpNwrRT,4月1日，问界新M7汽车直降2万元，起售价22.98万元。  [组图共2张] 原图 ,2024-04-01 09:04,167,8,41
O7EKxANcN,#小米汽车锁单量达到了2万个#锁单，就是付的定金不给退了，你要不买车这钱就是人家的了，你要买车就按照约定支付尾款啥的再过几天看看，小米汽车会不会公布最终锁单量？  原图 ,2024-04-01 07:22,138,7,27
O7EzY45HT,2月日系三巨头中国市场销量均下降丰田：销量83332辆，同比下降35.7%本田：销量45498辆，同比下降38.63%日产：销量41824辆，同比下降30%不过考虑到2月有春节假期，其他品牌销量也有下降的，接下来看3月数据。不得不说一句，国产电车太卷了  原图 ,2024-04-01 06:56,158,8,43
O7AjX9mFc,明天中午12点，又可以抢购小米SU7创始版了，我要抢到了，继续给铁粉抽个奖  原图 ,2024-03-31 20:06,194,11,48
O7AeDb0W3,秦PLUS DM-i荣耀版：降价2万元，最低售价7.98万元秦PLUS EV荣耀版：降价2万元，最低售价10.98万元驱逐舰05 DM-i荣耀版：降价2-2.2万元，最低售价7.98万元海豚荣耀版：部分降价4000-7000元，最低售价9.98万元宋PLUS DM-i荣耀版：部分降价2万元，最低售价12.98万元宋PLUS EV荣耀版：降价2万元，最低售价14.98万元海豹DM-i荣耀版：降价1.7万元，最低售价14.98万元汉DM-i荣耀版：降价2-3万元，最低售价16.98万元汉EV荣耀版：降价3-6万元，最低售价17.98万元唐DM-i荣耀版：降价3-4万元，最低售价17.98万元护卫舰07荣耀版：降价2.3-3万元，最低售价17.98万元海鸥荣耀版：降价3000-4000元，最低售价6.98万元海豹ev荣耀版：降价1-3万元，最低售价17.98万元元PLUS荣耀版：降价1.6万元，最低售价11.98万元宋Pro DM-i荣耀版：降价2万元，最低售价10.98万元这么多车都降价卖！扩大10-20万价位段市场份额 原图 ,2024-03-31 19:53,174,11,47
O7zl46Ycx,疑似苹果iPhone 16（Plus）手机壳，改成了竖排摄像头，这事八成就这样了，兜兜转转又回到了iPhone X那类样式，就看最终效果好不好看了还发现个事，现实生活中，好多人用四五年前的老款苹果手机，够耐用的  [组图共2张] 原图 ,2024-03-31 17:36,153,9,34
O7z8Aw0Lu,#雷军 我为张老师准备的车是顶配# 雷总能不能送我辆小米SU7 Max，想第一时间开上小米汽车  原图 ,2024-03-31 17:05,160,4,38
O7vZo32wZ,“我真的错了，我就是单纯想装，雷军，偷偷的联系我给我发个优惠券吧”  [组图共2张] 原图 ,2024-03-31 09:04,311,8,53
O7vvJpl8G,小米SU7 Max，现在下单，预计需要23-26周才能交付，也就是161-182天才能交付运气差点，现在买，今年国庆节才能开上  原图 ,2024-03-31 07:51,336,9,48
O7pIxyekd,#小米汽车遭遇上百余名消费者投诉# 人家规则都说的那么清楚，自己付钱了又后悔了您的意思是说你无意点开了订购页面，然后无意选择了个人车型，然后无意填上了名字，再无意精准填上了18位身份证数字，然后误触并同意购买协议，再误触支付定金，最后误触六位数银行密码/指纹支付/面部支付，最后无意点击了锁定配置，您是这个意思吗先生？是吗？ 原图 ,2024-03-30 17:06,158,8,34
O7oBG66Ft,2023年中国新能源汽车产量十强城市排名：1.  深圳  178.6万辆2.  上海  128.7万辆3.  西安  98.4万4.  合肥  74万辆5.  长沙  72.7万辆6.  常州  67.8万辆7.  广州  65万辆8.  重庆  50万辆9.  柳州  47.7万辆10. 郑州 31.6万辆北京，就靠小米汽车啥的了  原图 ,2024-03-30 14:16,145,4,36
O7nj8yGGL,多款手机将支持5.5G移动通信：OPPO Find X7系列vivo X Fold3系列vivo X100系列iQOO 12系列iQOO Neo9系列5.5G，让网络速率提升最高3倍！  [组图共3张] 原图 ,2024-03-30 10:58,192,9,63
O7n2gpB23,上市一个月，极氪007累计大定超过3万辆！极氪007是一款纯电轿车，售价20.99万-29.99万元20-30万纯电轿车打得激烈，小米SU7，极氪007，特斯拉Model3，比亚迪汉EV荣耀版等，大家选择多  [组图共2张] 原图 ,2024-03-30 10:16,143,5,33
O7mOL1pmU,#小米汽车销售称凌晨2点下班7点又上班# 小米汽车都爆单了，20多万的车热度这么高，一天大定近9万辆，给车企一点震撼，也刷新俺的认知了，小米汽车，首战告捷图源水印  原图 ,2024-03-30 09:43,164,4,44
O7lGH5c8F,#小米汽车回应SU7大量订单被转让#简单看一下，是这样的：Q：为什么小米SU7的大定是7天可退 ？A：别家大定也能退，一般1-3天，小米是7天Q：为什么有的人退不了？A：因为用户主动锁单不能退，锁单过程共有三次提示，最终有弹窗提示。Q：已经锁单的能不能改名或者转让 ？A：不能转让给别人，谁的名定谁就是一手车主。爱装的，还有黄牛玩翻车了视频来自水印 http://t.cn/A6Tt00E2 ,2024-03-30 06:50,1988,48,330
O7lAR9OT6,上市24小时大定近9万辆，三款车售价区间为21.59-29.99万，你买了小米SU7吗？ 买小米SU7了？  ,2024-03-30 06:36,1069,7,16
O7iwUhqxz,#小米汽车24小时大定88898台#小米汽车上市24小时，大定88898台小米SU7刷新了不少记录，太猛了，米粉消费能力太强啦！ #小米汽车回应#  原图 ,2024-03-29 22:48,148,3,40
O7hT3ocOU,从没有见过一款新车，像小米SU7这样，在上市发布期间，网络热度这么高.#闲鱼现大量车主转卖旧车购买小米SU7#黄牛也一大堆，太受欢迎了 数码疯报的微博视频  ,2024-03-29 21:10,268,2,93
O7hOyiHXR,#罗永浩称小米汽车很可能上演良币驱逐劣币# 罗永浩：小米很可能继平价手机市场之后，在大众消费车市场上重新上演良币驱逐劣币的史诗性一幕。小米手机横空出世，1999扫掉一堆山寨机！小米汽车终于问世，20多万干掉一堆油车/杂牌电车！小米进入哪个行业，都是把价格卷到底  原图 ,2024-03-29 20:59,176,10,44
O7h3jufbh,一个过来人的建议：如果你想通过买车提升面子，那可就算了，你的那点面子真不值钱，你有钱你就干奔驰S级，干保时捷，干揽胜加长，再往上干库里南啥的，咱们普通老百姓，有多少钱就买多少钱的车，有10万就买10万的车，够你开了，要是为了面子加钱买，是很愚蠢的，真不要拉饥荒贷款去干20万的车，没什么必要，纯属是给你自己添加压力，降低你的消费欲望，别看人家买啥你买啥，多存点钱，理智消费，好好干活 ,2024-03-29 19:02,270,26,62
O7gS3jTom,Counterpoint预计，2024年全球智能手机出货量预计将增长3%，达到12亿部。得益于苹果和华为的增长，高端市场（600-799 美元）预计将同比增长 17%。Counterpoint认为，高端价位段（600-799 美元）预计将在 2024 年保持稳定增长，同比增长 17%。新一代AI 手机的推出和折叠屏手机的普及将持续刺激高端智能手机的需求。折叠屏手机这个，你要追求新鲜体验，手里还有元子，干就完了，花钱很爽的 [组图共2张] 原图 ,2024-03-29 18:35,148,6,39
O7frdjml9,小米SU7订单被加价数千元转让，二手平台客服：加价不建议直接下单黄牛是真能整，以前抢了小米手机加价往外卖，现在抢了小米汽车订单加价往外卖，挺会想点子赚钱  原图 ,2024-03-29 14:56,149,5,35
O7eGdvLs2,#小米回应无法退定金问题# 小米方面回应称：定金7日内支持无理由退款，超过7日后，车辆配置会自动锁定，消费者也可以提前主动锁定配置的。一旦订单锁定，车辆将进入生产阶段，配置无法再修改，定金不退。此外创始版现车配置已经锁定，消费者在支付2万元定金后，即锁单。注意，消费者可以自己锁单，一旦锁单定金是不退的自行操作锁单，钱不给退哦，这是规定，成年人为自己的行为负责 [组图共3张] 原图 ,2024-03-29 13:00,162,1,47
O7eAuCyZW,小米SU7系列几个型号的一些差异：1）小米SU7全系没有座椅按摩，SU7标准版没有城区智驾领航能力2）小米SU7 Pro在标准版的基础上，多了 1 颗激光雷达、 2 颗毫米波雷达，多了20度电池、400V架构、后驱单电机3）只有SU7 Max是800V架构、有56英寸HUD、电吸门、四驱 、CDC减震，空气悬架、方向盘电动调节、主驾座椅侧翼支撑4）SU7和SU7 Pro长宽高为4997*1963*1455（mm），SU7 Max为4997*1963*1440（mm）5）SU7和SU7 Pro后备箱容积为517L，SU7 Max为493L6）SU7和SU7 Pro最高时速210km/h，SU7 Max为265km/h7）SU7和SU7 Pro 15分钟补能350KM，SU7 Max为510KM8）SU7用的是比亚迪弗迪刀片电池，SU7 Pro为宁德时代神行电池（全能系列），SU7 Max为宁德时代麒麟电池（全能系列）9）SU7标准版用的小米智驾Pro方案，SU7 Pro和SU7 Max用的是智驾Max 原图 ,2024-03-29 12:46,147,3,33
O7dWxjUjP,#vivo引领折叠屏走向大众市场# vivo X Fold3系列可谓是全方位升级，解决了很多以往折叠屏的痛点，就说易碎这件事吧，X Fold3搭载「超可靠铠羽架构」，更轻但更强！内屏覆盖UTG超韧玻璃+抗冲击膜；碳纤维轻量且耐用铰链，TUV莱茵50万次折叠无忧认证；外屏覆盖铠甲玻璃，11倍抗摔；铠甲后盖支持15倍抗冲击！最值得一提的是，X Fold3还是内折首个SGS 整机五星抗跌耐摔认证！更耐用了，更轻了，电池续航更强了，价格更亲民了，X Fold3确实推动了折叠屏大众化，vivo基于用户角度出发的技术革新意味着折叠屏时代的到来，很多人尝鲜折叠屏，或许就从X Fold3开始[看书]（图片来源：达人@MisterGentlewoman） [组图共6张] 原图 ,2024-03-29 11:08,237,130,284
O7d66aUbM,都是纯电轿车，都是20-30万，二选一你选谁？#小米SU7价格# 小米SU7/Pro/Max售价21.59/24.59/29.99万特斯拉Model 3/长续航版售价24.59/28.59万 小米SU7和特斯拉Model 3选哪个？  ,2024-03-29 08:58,4074,9,46
O7d3KvdrV,小米汽车9个颜色：海湾蓝、橄榄绿、雅灰、霞光紫、寒武岩灰、流星蓝、熔岩橙、珍珠白、钻石黑我还是最喜欢雅灰色，大家呢？  [组图共9张] 原图 ,2024-03-29 08:53,176,8,43
O7cTSF3sP,李斌与雷军合拍视频祝贺小米汽车大卖。李斌称，SU7定价太猛了，后边乐道都不好定价了。雷军笑称，没事的，兄弟们一起努力！据悉，乐道是蔚来的第二品牌，将于今年5月中上旬发布，首款车型将于三季度上市，四季度交付。  原图 ,2024-03-29 08:28,211,4,38
O7cLujvLk,OPPO Find X7 Ultra卫星通信版开卖，16+1TB，7499元，只有松影墨韵配色，比512G版本贵500元而已，还以为要卖7999呢...如果卫星通讯和1T是刚需，那就整这个[看书]  原图 ,2024-03-29 08:08,180,15,50
O7cD5gQ9I,#小米SU7价格#雷军：小米SU7 Max原本打算卖35万，车企降价潮而调整。 #雷军称小米SU7肯定亏了#  [组图共3张] 原图 ,2024-03-29 07:47,140,5,35
O7cyuEV75,#小米汽车27分钟大定突破50000台# 创始版本我都没抢到，唉  [组图共2张] 原图 ,2024-03-29 07:36,149,5,34
O78yp7tKW,#微博户外运动节# 春天到了，春暖花开，又是很好运动的季节，去户外，走起来，跑起来，运动起来🏃🏃🏃  原图 ,2024-03-28 21:24,155,2,40
O78oWvZxN,小米SU7价格21.59万小米SU7 Pro价格24.59万小米SU7 Max价格29.99万 如何评价小米汽车价格？  [组图共4张] 原图 ,2024-03-28 21:01,157,10,37
O78fvsEAO,小米支持苹果无线Car Play，支持iPad上车（后排控车）小米SU7安全部分：主动安全，被动安全，电池安全，隐私安全小米超级工厂有六大车间，每76秒就有一台小米SU7下线小米汽车价格快来了  [组图共17张] 原图 ,2024-03-28 20:38,147,6,29
O787rcGrS,小米 SU7 Max：百米加速 2.78秒，50万以内最快量产车一键开启智能驾驶，翻转仪表屏+56英寸HD+主动侧翼支撑起步续航700km，Max版是国内2秒级加速与800km续航唯一标准版486V高压平台，15分钟补能350kmMax版871V高压平台，15分钟补能510km三方充电桩兼容性达到 99% 以上自建600 kW 的液冷超冲方案，首批规划城市北京、上海、杭州两种智驾方案：小米智驾Pro（视觉）、小米智驾Max（激光雷达）全系标配智能辅助驾驶（高速NOA+代客泊车+极窄车位泊车）城市NOA：4月用户测试，5月开通10城市，8月全国开通16英寸中控大屏，车手互联后排屏就是小米平板，挂上去就是车机一部分小爱同学深度控车 [组图共18张] 原图 ,2024-03-28 20:18,156,7,38
O76xnerHl,又一个因为泄密小米SU7而道歉的，前前后后小米汽车被泄密最少4次了？车还没开卖，可能收违约金都能收多少w了  原图 ,2024-03-28 16:16,152,4,39
O76ljgzc9,OPPO Find X7 Ultra卫星通讯版即将发布，16G+1T售价7999元（非最终价格）  [组图共2张] 原图 ,2024-03-28 15:47,146,2,27
O76bI8g6d,#小米SU7霞光紫#本来想买灰色，但是这个紫色太骚气了，又纠结了  [组图共4张] 原图 ,2024-03-28 15:23,136,0,31
O73LndG3p,小米汽车发布会，今晚 7 点，都等了3年了。最担心的是能不能成为首批小米SU7车主  原图 ,2024-03-28 09:13,153,4,39
O72Wriecc,#iPhone或将提高电池容量#省流：只是专利而已话说苹果电池容量如果提升下，然后重量别加太多，电池耐用些，那真的给力，毕竟换原装电池不便宜，好几百呢  原图 ,2024-03-28 07:07,137,7,33
O6YwccHR0,#小米公司胜诉海信Vidda被判道歉#刚看到这个，不得不说小米法务部够给力，最近处理很到位。其实品牌营销只要是正向的，大家都愿意看，希望品牌商都是良性竞争，形成一股良好的氛围看着都舒服  原图 ,2024-03-27 19:51,290,31,99
O6XPAFDRk,小调查：你会贴手机镜头保护膜吗？  原图 ,2024-03-27 18:06,153,6,38
O6XHT5sxG,比亚迪王传福：3月份预估销量会超过 30 万辆比亚迪王传福：2024 年预计全年销量在 2023 年的基础增长至少 20% 以上比亚迪王传福：去年海外销量 24 万辆，今年目标为 50 万辆，2025 年 100 万辆比亚迪王传福：未来 3~5 年，合资品牌份额将从 40% 降到 10%，其中 30% 是中国品牌未来增长的空间比亚迪王传福：今年 5 月将推出第五代 DMI 混动技术，馈电油耗降至 2.9 升 / 百公里，满油满电续航 2000 公里 原图 ,2024-03-27 17:47,64,6,31
O6WHTlUIf,2024点第一季度快过去了，你换新手机了吗？ 今年1-3月你换新手机了吗？  ,2024-03-27 15:15,583,4,12
O6VkF3SKw,联想小新固态U盘 128G（价值120元），抽给一个铁粉，点赞就行，两天后开奖，包邮到你家[汪洋海蓝比心]    抽奖详情  [组图共2张] 原图 ,2024-03-27 11:45,749,55,202
O6UPblm12,真我GT Neo6 SE，骁龙7s gen3处理器，曲面屏，下月发布Redmi新系列，骁龙8s Gen3处理器，直屏，下月发布预热的都挺快  [组图共3张] 原图 ,2024-03-27 10:27,157,4,34
O6Uunddnb,vivo X Fold3系列预售销量同比X Fold2增长6倍！  原图 ,2024-03-27 09:36,153,1,43
O6U3AhKvi,明天晚上 7 点，小米汽车发布会，猜猜顶配版本最贵卖多少钱？前5个猜对价格的送个小红包  原图 ,2024-03-27 08:30,203,4,236
O6TZqy9rp,#苹果WWDC2024定档#一年一度的苹果开发者大会官宣，6 月 10 日-14 日预计本届WWDC24，苹果将会带全新版本的 iOS、iPadOS、macOS、watchOS、tvOS 和 visionOS可能到时候还会发布两个硬件产品？[挖土]  原图 ,2024-03-27 08:20,133,3,24
O6ToxsNie,#iPhone16Pro保护壳曝光#iPhone 16 Pro保护壳泄露的信息，就是确定有个单独的拍照按键以后拍照的时候，只要按一下就能调出拍照界面？再按一下就拍照？长按的话就是录制视频？[挖土]  [组图共2张] 原图 ,2024-03-27 06:49,138,1,26
O6PEFDF1J,试试拿vivo X Fold3Pro和vivo X100Pro相机对比，哪个更好呢？  [组图共14张] 原图 ,2024-03-26 21:18,192,10,70
O6Pvq0j5G,#vivoXFold3发布会#价格发布，比预期便宜vivo X Fold312GB+256GB，售价699916GB+256GB，售价749916GB+512GB，售价799916GB+1TB，售价8999vivo X Fold3 Pro16GB+512GB，售价 999916GB+1TB，售价10999  原图 ,2024-03-26 20:55,152,7,31
O6PqisBDc,"#vivoXFold3发布会#vivo X Fold3 Pro升级了1/1.3""超大底主摄，V3自研芯片，蔡司超级长焦，IPX8防尘防水。搭载骁龙8 Gen3，跑分高达217万+，电池升级5700mAh+100W快充+50W无线充  [组图共6张] 原图 ",2024-03-26 20:42,147,7,21
O6PmHlLqJ,#vivoXFold3发布会#vivo vivo X Fold3重219g，单边厚度4.65mm，铠羽架构，整机可靠内屏采用「UTG超韧玻璃」，TUV莱茵50万次折叠无忧认证外屏搭载「铠甲玻璃」，抗摔能力比上代提升至11倍等效5500mAh蓝海电池蔡司全5000万三主摄，24、35、50、100mm经典人像焦段2K + E7屏幕，内外屏峰值亮度都是4500尼特 [组图共6张] 原图 ,2024-03-26 20:33,166,13,45
O6PavEASq,#vivoXFold3发布会#vivo vivo Pad3 Pro发布，8+128GB 售价 2999 元、8+256GB 售价 3299 元、12+256GB 售价 3599 元、16+512GB 售价 3999 元1，联发科天玑 9300 处理器，11500mAh 电池， 66W 快充2，13 英寸 3096×2064 LCD 屏幕，144Hz 刷新率，峰值亮度 900nit3，前置 8MP+后置 13MP 单摄4，厚 6.64mm，重 678.9g5，Wi-Fi 7、蓝牙 5.4、NFC、8扬声器6，搭载 OriginOS 4 HD 系统还有两个耳机，TWS 4 售价 399 元；TWS 4 Hi-Fi 版售价 499 元 [组图共4张] 原图 ,2024-03-26 20:03,159,7,30
O6ORW9XTb,#撒贝宁解密vivo蓝科技#vivo X Fold3这次排面了！央视和撒贝宁去vivo探厂了，还上了央视新闻的最新科技节目《步步向新》，看来vivo蓝科技还是有点东西。小撒体验到了从零下20度实验环境中拿出视频正常播放视频；行业首发半固态电池最新蓝海电池技术还是可靠，5700mAh的大容量电池居然比一个工牌还薄，还只有5、6个硬币的重量。#vivoXFold3发布会#上还能看到多个行业首发，如行业首款端侧AI大模型的折叠屏手机，首发搭载超可靠机身架构——铠羽架构，让折叠屏易碎成为历史，拿到了SGS五星抗摔认证，抗摔能力提升至11倍，安全可靠的品质谁不爱呢？而且其实这都不是最让人感到震惊的，在采用大量前沿技术的同时，X Fold3竟然只有219克，既可靠又轻薄，做到了既要又要还要，全都要！[送花花]#vivo[超话]# [组图共4张] 原图 ,2024-03-26 19:18,132,11,60
O6OAFdIcS,#索纳塔打响中级车反击战#现在汽车市场打得真激烈，尤其是在B级车，有很多产品力强的车型发布，而第十一代索纳塔更是打出油比电强口号，你没看错，就是油比电强的口号！北京现代第十一代索纳塔全面出击，或许是最值B级车了！全系车型均采用8AT变速箱，兼顾性能与油耗；外观上采用全球ONE MODEL设计，辨识度和美感直接拉满；全新座舱系统采用英伟达芯片，车载娱乐系统再升级；支持NFC+BLE+UWB等方式解锁；还有27项ADAS智能驾驶辅助功能，行泊全方位驾乘体验，这样的智能科技实力，大家感受下！ [组图共6张] 原图 ,2024-03-26 18:35,117,28,54
O6MAGgMqz,vivo Pad3 Pro晚上发布，天玑9300+16+512G版本卖多少？前5个猜对价格，有奖  [组图共3张] 原图 ,2024-03-26 13:30,202,10,374
O6Mw33MDI,中国乘用车市场品牌销量TOP20（1.1-3.17）大众：44.11万辆比亚迪：41.99万辆丰田：25.78万辆吉利：20.16万辆长安：18.92万辆本田：17.29万辆五菱：16.21万辆奥迪：14.7万辆宝马：14.67万辆奔驰：13.64万辆日产：13.52万辆奇瑞：10.92万辆特斯拉：10.36万辆哈弗：9.66万辆别克：7.85万辆鸿蒙智行：7.56万辆理想：7.1万辆红旗：6.92万辆广汽传祺：6.73万辆捷途：6.21万辆不知道一年后，小米汽车销量能排名第几位呢？ [组图共2张] 原图 ,2024-03-26 13:18,146,5,36
O6MbFgJ69,坐飞机去上海参加vivo X Fold3发布会，但是飞机上没网络真受不了，所以花50块钱买个标准版网络凑合用，感觉挺便宜的，如果是你，你会买不？  [组图共2张] 原图 ,2024-03-26 12:28,142,3,43
O6LaxaoNc,19点，vivo X Fold3系列发布会，X Fold3标准版卖多少起？前5个猜对价格，有奖  原图 ,2024-03-26 09:52,152,8,231
O6Kxim2AP,#苹果官网鼓励升级到iPhone15#建议618考虑，或者等9月的iPhone 16  原图 ,2024-03-26 08:16,143,3,36
O6K5YtI1L,19点，vivo X Fold3系列发布会，X Fold3 Pro顶配卖多少？前5个猜对价格，有奖  原图 ,2024-03-26 07:08,196,7,222
O6G62wcPg,疑似理想汽车新车，比理想MEGA小一号的理想M9？传承MEGA设计语言，预计价格要便宜很多，这网图好看不？？  原图 ,2024-03-25 20:58,183,1,57
O6FBboHCM,现阶段来说，苹果 Vision Pro最大的用处是什么？  原图 ,2024-03-25 19:42,141,5,34
O6EZjyFQs,比亚迪第700万辆新能源汽车下线了站在了新能源汽车风口上，加上自身技术优势，全产业链整合能力，销量增速越来越快，如果迪子能稳定月销量在30万辆，甚至35万辆以上，那真的是猛[我想开了]  原图 ,2024-03-25 18:08,153,6,31
O6iVM6ufx,库克来中国，微博iPhone 15系列开屏广告整上了  原图 ,2024-03-23 09:59,192,4,38
O6dFZDa0O,你买过折叠屏手机吗？ 买过折叠屏手机？  ,2024-03-22 20:36,1217,7,15
O6deogAOZ,手握今年最强折叠手机发个微博，是什么样的体验呢  原图 ,2024-03-22 19:28,166,4,43
O6c46vG2x,截止2023年12月，我国网民规模达10.92亿人，较2022年12月新增网民2480万人，互联网普及率达77.5%好多老年人，小孩都刷短视频，在网购，不上网生活都很不方便，和身边人没有共同语言 #我国网民规模已达到10.92亿人#  原图 ,2024-03-22 16:30,148,3,27
O6bZmuOCr,极氪又来搞事情，新车#极氪MIX#首发亮相，好像一辆宝宝巴士！极氪MIX，一辆为全家新型出行体验而来的汽车，实现家庭城市通勤、休闲度假、户外活动等多种场景的无缝切换，看这外观萌萌的，期待住了，赶紧发布吧，我要去试驾！  [组图共3张] 原图 ,2024-03-22 16:19,164,3,48
O68Rcac3p,#苹果曾试图为安卓开发手表# 苹果首次确认曾经认真考虑过为安卓系统引入 Apple Watch 支持，但苹果表示：经过三年的探索后发现，由于技术限制，他们无法打造出一款支持安卓系统的 Apple Watch即使能用，那么安卓手机用苹果手表，感觉怪怪的，苹果的东西还是互相配合比较好，封闭生态的好处 http://t.cn/R34ZtK1 显示地图 原图 ,2024-03-22 08:20,152,4,31
O64sNkldB,一加Ace 3V真机，感觉可以吗？[发芽][发芽] 北京·中国传媒大学  显示地图 [组图共11张] 原图 ,2024-03-21 21:09,233,12,71
O6spWu7Vr,3月25日：真我新一代无双屏技术沟通会3月25日：比亚迪海豹荣耀版上市？3月25日：黑鲨外设2024春季新品发布会3月25日：小米汽车静态品鉴3月26日：vivo X Fold3系列发布会（还有vivo Pad3 Pro、vivo TWS4）3月26日：比亚迪元UP上市发布会3月28日：小米SU7发布会3月29日：红魔电竞宇宙新品发布会大家最关注哪些？ [组图共9张] 原图 ,2024-03-24 10:08,176,10,34
O6skPy4Cx,#小爱同学差点帮我买了一套房#在生活中，你常用手机智能语音助手吗？ 经常用手机智能语音助手？  ,2024-03-24 09:56,286,6,6
O6nb74HxW,vivo X Fold3 Pro真机上手，换掉X Fold2，这个接下来我的主力机之一，各个方面都有提升，怦然心动的大折叠，就看价格啦  [组图共6张] 原图 ,2024-03-23 20:48,251,8,99
