微博id,微博正文,发布时间,点赞数,转发数,评论数
ObGYcrLrc,说起来，终端可能会克制一下自己的目标，AI算力芯片目前只有一家可选的情况下，确实会较大范围挤兑C端芯片潜需，部分版本接近现货的 70 好好珍惜  ,2024-04-27 20:23,1849,55,411
ObGgmvAkv,2024台积电技术论坛公布了一个猛料，最大卖点是打造了TSMC A16工艺，以及三维集成电路（3D IC）设计路线...从A16工艺的集成电路图来看，最大卖点是密度提升大概在1.10倍... 但实际表现，需要等到2026年Q3量产才能查阅了。  [组图共3张] 原图 ,2024-04-27 18:35,649,54,217
ObFAXzbJe,阿绿上了一个Find X7纯白色，对比阿焦在用的大漠银月（图2），你们会觉得白色有颜值提升吗？提个醒，这部机器经过几次OTA以后，最新版本变得极其流畅，动画划出界面的时候缩放很跟手[冲刺]tips：阿绿这边会持续开发手机AIGC的能力，一些新玩法多期待。  [组图共2张] 原图 ,2024-04-27 16:53,467,41,202
ObEpuyB8k,麻烦一下  ,2024-04-27 13:52,621,45,263
ObDlK2Ltf,新闻简介：“近日，我国芯片团队研制第三代“玻璃穿孔技术”，用玻璃晶圆代替传统硅晶圆，成本可降低50%左右，或换道超车。”有些新闻学了... 看描述，这不就是2.5D和3D的封装工艺吗？使用通光玻璃通孔技术（TGV）来实现封装，这项技术就是去年跟焦友们分享过的三维集成，采用玻璃做基板，堆叠层数多了约等于制程有所下降，不是直接在玻璃上做芯片或者晶体管，英特尔发布过详细的相关资料。但这条新闻，说出一个事件，就是说我们的芯片团队也有3D封装相关的技术储备和突破。 [组图共3张] 原图 ,2024-04-27 11:10,747,52,205
ObCDuA5eX, 咳咳... 节后不久就能见到，2.5D屏，旗舰水平的表冠，全新系统交互，亮点是它会首发鸿蒙穿戴的最新UI  原图 ,2024-04-27 09:21,689,54,294
ObywB5Y7G,联发科放了一波大招，最新发布的3纳米制程天玑汽车座舱芯片CT-X1，算力很强：CPU比竞争对手强30%，AI算力强4倍多 ... #最强车芯#还有两款4纳米产品CT-Y1和CT-Y0，其中CT-Y1某兔车机版跑分超过107万，直接绝平竞对芯片。联发科在汽车芯片的布局，只能说“老谋深算、足智多谋、能成大事”。联发科最猛的一招是联合英伟达！！！结合英伟达的GPU图形处理和AI技术，用以提升天玑汽车平台的整体算力和AI能力，没想到如今连座舱芯片也卷麻了。 [组图共2张] 原图 ,2024-04-26 22:53,1001,53,220
ObxOluv1y,不管怎么变秃，怎么取消按键，反正系列机型中有一款配色像极了友商的n se总之，不好看  [组图共2张] 原图 ,2024-04-26 21:04,544,44,190
ObwHLmII3,咳咳，这次一季度的市场数据出来了，华为确实强，从之前的other回归到榜一。不过除了华为之外，OPPO也是表现极其亮眼的手机厂商之一，仅24年Q1季度，手机出货量就达1040万台（中国市场）。在这里要跟大家说一下，OPPO的研发能力一直位居前茅。IPRdaily公布过中国知识产权专利榜单，OPPO位居TOP50，在AI发明专利方面位居第9... 果然坚持创新永远会被用户尊重和认可。至于OPPO哪款手机最有代表性呢？Reno11、Find X7属于是比较能打的。Reno在300-400美元价位段表现亮眼；Find X7则主攻高端价位，在OPPO AI战略的支持下销量大幅超过前代。 原图 ,2024-04-26 18:15,1579,59,390
ObvYBAu68,昨天雷军到比亚迪展台，今天王传福到小米展台，真 · 礼尚往来 #王传福现身小米展台##雷军称小米汽车要加大跟比亚迪合作#  [组图共3张] 原图 ,2024-04-26 16:23,409,44,185
ObvvSiBVx,云辇-Z，领先至少2代的技术，其他家还在玩空悬，它已经在玩转电磁...市面上已有电磁悬挂，但是比亚迪这技术强大的地方在于，它能够通过实时施加外力，同时改变阻尼、刚度、加速度三个特性（横、纵、垂三个方向）。tips：传闻博世一直有在研究这套技术，但至今未见量产... 强大的地方就是，比亚迪把它量产出来了，其他车企根本抄不了，给图纸也没用。#比亚迪发布新悬架技术云辇Z# [组图共2张] 原图 ,2024-04-26 15:13,815,59,298
ObuOQBsnv,年度最受“折磨”的手机，莫过于 OPPO K12 ... 发布会经历了电钻、高跟鞋、砸核桃、高出跌落的现场测试。除了耐摔，它还有什么卖点呢？看看阿焦的测评吧。#亿点曝光计划# 定焦数码的微博视频  ,2024-04-26 13:27,1198,55,177
ObtL64vJp,发布会有新平板，新穿戴，不完全是已经发布过的产品，可以多期待  ,2024-04-26 10:45,908,48,319
ObtpZfW3S,阿耀的小折叠屏要来了，正如我之前发过的，定位更“man”，因为外屏是我见过最大尺寸的，预计会搭载青海湖电池，但命名暂时不清楚...V Pocket、Magic Purse、V Powder？  原图 ,2024-04-26 09:53,476,43,199
ObsV8B1RI,这么多穿戴设备，华为的FreeClip耳夹耳机还是可以推荐的... 不过很多媒体老师，没有讲清楚这个C端产品的技术含金量 #耳机是现代人的电子buff# 首先它是一副“开放式耳机”，天然的优点是戴着耳朵不会疼... 但是开放式耳机太容易漏音，而且为了避免耳机脱落，所以开放式耳机基本都会做一个附加耳挂。为了解决漏音问题，华为开发定向传音技术+逆声场系统，会比市面上的“开放式耳机”，在听音这一块更清晰。C形桥设计，取消了耳挂，但依旧稳固，本质上就是这副耳机做了大量的人耳数据模型测试，兼顾时尚和轻便。 [组图共3张] 原图 ,2024-04-26 08:37,744,61,260
ObnAJCUVp,PC Chip，预测规模为 130*8+920 10发射，up to 32G+2TB预计推到9月，但多核方面接近M3、GPU靠近M2tips：design复用与arch的特性，甚至可能分 Pro/Max 版本，比较接近Apple的逻辑  ,2024-04-25 19:03,2064,81,428
ObmIKxkj7,百年长安，携手华为，深蓝想要“暴打特斯拉” 你怎么看？  原图 ,2024-04-25 16:50,913,55,228
ObmgB8xT2,热搜了... 雷总这人可以交朋友，好东西他是真欣赏... 早上分享完自己的车，下午就到比亚迪看方程豹 #雷军说方程豹绝对是爆款#  [组图共2张] 原图 ,2024-04-25 15:40,1093,43,224
OblCyDgBN,网图，这么看 直屏好像还行  原图 ,2024-04-25 14:02,499,46,234
ObkA1q7hU,极氪做创新可以的，这次极氪MIX是“真MIX”，我对它的浩瀚-M架构比较感兴趣...基于浩瀚-M架构#极氪首发M架构及首款车型MIX#，极氪MIX能把前后悬做短，让座舱空间获得更大的“利用率”，同时座舱地板比较规整，两侧没有门槛，中间完全没有凸起，乘坐体验就会更好一些。诸如开门最大开口1.48m，离地间隙165mm、前排座椅可实现一键180°，这些设计都挺精妙，既兼顾到上下车，又兼顾到驾驶乐趣，还能照顾到钓鱼佬的需求，一车多得。#极氪首发M架构及首款车型MIX##极氪MIX未来的家# [组图共6张] 原图 ,2024-04-25 11:23,741,91,211
Obkpt9K15,新闻引用：4月23日，华为有关人士对记者介绍，未来内部推进享界的团队将和运行问界的团队相对独立。北汽蓝谷有关人士日前也对记者介绍，公司有专门的项目组推进和华为合作的享界业务。北汽制造能力可以，营销能力稀烂，如果项目组专门推进，我也比较看好这次的“友好交流”。  原图 ,2024-04-25 10:57,857,42,200
ObjM655td,曲率是不是有点大？  [组图共2张] 原图 ,2024-04-25 09:20,494,44,218
Obeybxifb,vivo申请的Blueimage商标，据我了解并不是二选一，因为vivo目前还是和蔡司维持合约的...所以我判断Blueimage，可能是一机双影像，或者是备选技术  ,2024-04-24 20:02,590,47,166
ObekYkvGK,6000mAh，电池确实很大…机身厚7.98mm，机身重194g，比一些时尚机都要薄，iQOO Z9 Turbo研发团队“赛高”。市面上有很多“省电技术”、“优化算法”，但电芯工程师回答过我一个提问：对于增加手机续航能力，电池容量的影响更加直接，出门用手机，大电池永远是王道…至于第三代骁龙8s、等深四曲后盖等配置，蛮有诚意了 #Z9原来是贼久的意思# [组图共3张] 原图 ,2024-04-24 19:29,925,72,306
ObdQluvPH,大胆猜想，如果9--S没有BF16，或许意味着一些多终端AI...  原图 ,2024-04-24 18:14,532,43,175
ObcEGn43H,现在好像很流行现场测机... OPPO K12刚经历了电钻、砸核桃、高跟鞋踩、空中落地  [组图共4张] 原图 ,2024-04-24 15:12,502,45,193
ObcvUd7H5,这产品经理，不...这手机颜值好高。OPPO K12的最佳卖点，应该是100W+5500mAh+“安全气囊”，机身仍控制在8.37mm  [组图共2张] 原图 ,2024-04-24 14:50,358,40,167
ObcfjhLC0,NEXT小窗动画很有趣 几个月后多留意这个小改变  ,2024-04-24 14:10,876,52,230
Obb10cCXM,已被修复  [组图共2张] 原图 ,2024-04-24 11:02,1744,50,345
ObaknAdCU,珍惜现在的70  后面有的等  ,2024-04-24 09:17,1612,53,504
Ob5neDjVs,如果开箱博主也属于数码博主...  ,2024-04-23 20:40,1350,40,368
Ob4mBwmBQ,阿耀的“高端平板”在发布前的大内测阶段，疑似MagicPad 14，可能会在5月见到  ,2024-04-23 18:06,524,49,220
Ob40hlOHK,绿厂调野是真的可以的... 试了一下刚OTA的Find X7新版号，也很流畅  原图 ,2024-04-23 17:11,402,56,176
Ob23l4dO0,“能文能武 扮猪吃虎”，最近OPPO是爱上三防了吗？又发布了一台耐造的机器。#OPPO K12# 整上了镁铝金属骨骼，带有安全气囊的设计，并且在机器出厂前，除了做三防测试，甚至还做安全、气候、化学、机械测试…tips：亲测放心踩上去，实测确实抗压，注意机器是打直放的。#你要站那就站#  原图 ,2024-04-23 12:13,862,77,315
Ob1GT1zy0,Apple，代号259，应该就是SE   ,2024-04-23 11:17,509,41,206
Ob0Ui94BS,多光谱色温传感器，也不知道几时可以吃上，这是真强的一个方案  ,2024-04-23 09:18,685,48,251
OaWzZuX7s,咳咳，前几天热搜的“全家族亮相献礼比亚迪”，现在回头看最亮眼的还是超跑SUPER 9吧？通过方程豹小甜甜 Q/A 得知，最终不会叫SUPER 9，大约会在25年亮相。#方程豹小甜甜亮相豹友直播间#  [组图共2张] 原图 ,2024-04-22 22:17,634,48,137
OaVqycbNZ,Reno，回归合理的外形猜想图  原图 ,2024-04-22 19:21,447,43,212
OaUUTnKnt,经过了解，得出的结果是XD Motion并不是“抓拍”或者“闪拍”… 在技术上，它不需要打开任何模式，直接普通模式就可以使用，并且常驻在后台，24小时待命。常用的高速抓拍方式，是把手机或者相机的ISO感光度拉高，以此来提高快门速度，抑制手抖动，但缺点是画面噪点会变多。而XD Motion的方式使用的是矢量算法（双曝光），先拍短帧做动态样本，再用长帧做背景填充，同时调度f1.6光圈+RYYB+光学防抖等硬件实现手持增稳，一套下来更像是AI计算下的增稳机制。这套技术的目的还是让用户能在日常拍摄中无知无觉的体验到画面稳定的快感，降低糊片概率…事实上，提高快门速度的好处就是牺牲一定画面纯净度，可以获得更稳的画面。而AI计算来完成画面增稳的办法，虽然画质影响较小，但会有可能会出现计算出错，有概率出现色彩不准。所以，你更认可哪种方案？ ,2024-04-22 18:03,816,59,227
OaTW0t37R,咳咳，h的X60也做了延期去年是7月上的，今年可能得8月了  ,2024-04-22 15:33,979,43,230
OaTltxkK9,根据内围 外围消息，微调了X100系列造型，得出X100 Ultra的造型猜想图，渲染的好像还阔以  [组图共2张] 原图 ,2024-04-22 14:03,574,49,268
OaSilsn4i,如果你真有计划要买HUAWEI Pura 70系列，其中的Pura 70 Pro+专属色-光织银 是我力推的一个配色 「光织银」有传承P40冰霜银、Mate50冰霜银的含义，新增的层叠光影变换，使得整机更显精致、更耐看...tips：有个小梗，Pura是西班牙语“漂亮”的意思，“Pura 银”=“漂亮银（人）” #华为Pura70光织格纹漂亮银# [组图共3张] 原图 ,2024-04-22 11:22,1234,62,418
OaSetkXpv,原先得到的消息是，研发预期正式版Next可能会在Mate70发布以后，现在来看华为下的决心是在可以Mate装机搭载，这是好事。  原图 ,2024-04-22 11:13,1386,62,453
OaRvPe9UX,享界的重要程度，估计也能达到一些网友所说的“亲儿子”的水平了  ,2024-04-22 09:23,1436,42,296
OaMRehdFj,这几天大火的P70 Ultra抖动闪拍就用了AI计算摄影 从糊到清晰，原理类似于多帧拟合校准，更了HM4.2系统的Mate60 Pro在普通模式也有，但后者只能是向一个方向来回  ,2024-04-21 21:32,1103,55,305
OaMjyzNvV,价格由低到高，T7K、Q10K、Q10K Pro，这是TCL在今天发布的新品。蛮多博主放个长图就完事了... 没解释到底发布了啥。简单来说，T7K走亲民路线，特点是16bit+900分区；而Q10K是中高端机型，XDR3800nits与领曜M2芯片是较大卖点；Q10K Pro的分区做到了5000+，是一个较大的革新突破。#亿点曝光计划#  原图 ,2024-04-21 20:09,359,47,176
OaLtb8xqv, X100 Ultra 往镀膜、镜片方面去搞，效果杠杠的  ,2024-04-21 18:00,892,51,303
OaKpOantw,fit3要来了，可以下载应用和歌曲，检测续航提升，屏幕也大了不少  [组图共3张] 原图 ,2024-04-21 15:18,620,52,297
OaIL8hFvw,华为Pura 70 Ultra的旋动伸缩镜头结构不是新鲜玩意，在相机和部分和手机厂商已经用过了。但是，用在一英寸CMOS里边是一个好思路，显然是有认真听取“专业摄影师”的建议 ... 讲真，一英寸CMOS的手机镜头又厚有重，一个关键原因就是大底的手机经常采用7P或8P镜头，每个镜片之间需要加垫片，这就意味着手机镜头的厚度是不可能下来的。为了解决大底带来的边缘画质劣化、平行光线不足等问题，手机镜头的解决办法多数是往做大和宽去做，以此来实现更好的主光线入射，但问题就是留下来“厚又大”的短板。旋动伸缩镜头放在一英寸CMOS，一定程度上就是解决我多次强调过的“通光路径”的问题，通过更长的出瞳距离来解决暗角，使得边缘也更好的光线均匀覆盖，同时厚度也可以在“伸缩”来减缓，是个很好的解决思路。 ,2024-04-21 11:06,1809,52,513
OaI3is5ml,好了，后面看北京车展和621吧  ,2024-04-21 09:18,919,42,253
OaDbjbkIG,说一个很古怪的现象，相机玩家多数认为镜头比底（CMOS）重要，但是部分手机用户是反过来的，他们会觉得底比镜头重要...这就导致一部分小白，以为一个6000多的手机，和一台2000多的手机，只要用了同一个底，其实拍照没差多少的错觉。  ,2024-04-20 20:54,1380,65,380
OaCglu9ki,Rokid在下午发布了一款新品，全名“Rokid AR Lite套装” ，堪称苹果Vision Pro青春版 75g+5000mAh，取消物理按键，主打空间计算，可在飞机上使用，最大投屏300寸（6米外）... 比较跳的是，价格没公布。  原图 ,2024-04-20 18:33,474,45,214
OaBvO2Fwr,设计师，总能想到一块去…（虽然我们也不明白 为什么要这样设计）  [组图共2张] 原图 ,2024-04-20 16:39,1067,43,324
OaAww27dy,比亚迪王传福神预言，3月份百人大会说：“未来3个月新能源汽车渗透率即将突破50% ” 结果真达到了... 4月份新能源汽车渗透率已经超过了50%，“新能源取代燃油成定局”。  [组图共2张] 原图 ,2024-04-20 14:08,610,49,200
OazpvyZW1,Ultra有，Pro无  原图 ,2024-04-20 11:18,1386,44,292
OaywIfuxU,菊厂这次打击黄牛挺凶的 有的门店要激活才能拿出店上次mate60花粉都在骂黄牛 这次没有骂控货的了... 而且，这代机器的国产化率确实接近100%  ,2024-04-20 09:03,2467,63,584
OatxlCGkW,上次参加001 FR发布会，讲的是“遥遥领先”，这次不讲了…这次喊的是 极氪009光辉，全球第一（讲防撞的时候）  原图 ,2024-04-19 20:20,524,42,212
OasfRpNkA,这回没有代言人，但阿斯麦尔总裁急了...他表示： “什么都阻止不了，阿斯麦尔给中国提供维护服务。”  ,2024-04-19 17:05,2329,63,314
OarjjvQW3,除了成都捷普（屏幕）之外… 阿焦还听闻隶属于果链的无锡绿点（后盖、边框总成）也疑似被比亚迪电子收购了  ,2024-04-19 14:40,902,44,247
OaqYSa5Ik,猛！准信：Pura70 Ultra的广角镜片是“迪家”的，最近比亚迪电子非常强，同时拿下苹果的屏幕总成、华为的广角镜片代工  ,2024-04-19 13:50,2391,54,365
OapwBjz0v,除了其他人博主发过的频率区别之外，阿焦这边还得出一个准确结论：9010采用的是全新架构方案...与9000S搭载的泰山V120架构完全不同，9000S的大核不支持BF16，9010新增对BF16的支持。tips：支持的BF16用途，可能与AI有相关，苹果的A系列处理器也支持BF16  原图 ,2024-04-19 10:08,2107,70,477
Oap504GSI,大溪地灰再就业，居然是在SUV上汽车上“手机色”这事，轿车也在推进   原图 ,2024-04-19 09:00,790,48,222
OajHlC9N3,红旗高端手机 上一次好像是蔚来手机性能版  原图 ,2024-04-18 19:18,691,48,252
OajbGAvrI,我发过一条科普文，是新浪新知邀请我参加的答疑，原博文：http://t.cn/A6TpHV8D误区1就有提到，底大不能压死人，因为一英寸CMOS对应的镜头组就需要更深的通光孔径，为了增加出瞳距离，部分手机厂商的办法是让镜头往横向发展，这样有利于改善近距离拍摄时的球面像差，但是带来的短板却是使得镜头整体变得又大又宽。华为的伸缩镜头就是有意在往更深的出瞳距离去做，对大光圈来说（f1.6），可以优化边缘暗角，使得光线在边缘部分铺的更满，有助于改善画质劣化。也因为通光孔径更深的优势，对照片的边缘锐度提升以及边缘画质和中心画质的一致性改善，有着明显的优化提升。事实上，伸缩镜头不是首次发布的技术，早几年前就诞生过了，但因为装配公差以及试错成本等问题，敢把它放在一英寸CMOS搭配使用，确实是首次。其他友商不会不清楚这个道理，所以在我拿到的消息里，其他头部厂商其实也有对应的工程测试机，只是华为顶住压力完成最终量产。#手机摄像头哪家排布最好看# #华为P70三角摄像头是新潮流吗##一年一度新知大会#  [组图共2张] 原图 ,2024-04-18 18:00,1544,56,324
OaisDcQeL,总在被骂，总在猜对  [组图共2张] 原图 ,2024-04-18 16:09,1264,42,375
OahGJDNFn,前天写好的博文准备定时发出，最终发现这条博文不需要发了... 华为是通过伸缩摄像头来解决一英寸CMOS对应镜头模组通光孔径不足的问题，是市面上一个靠谱的解决办法.... #华为P70# 原博文内容：华为会怎么解决通光孔径的问题，怎么把接近一英寸的大底“光线铺满”？ 你能想得到吗，有没有技术派焦友做个猜想？ [组图共2张] 原图 ,2024-04-18 14:11,1603,54,344
OahfyBe8b,#华为Pura70摄像头像北极熊# 桌球三脚架申请出战🙋  原图 ,2024-04-18 13:04,838,46,239
OagDp2FgI,阿焦发过OMEN暗影精灵10的图赏，当时用下来一直到现在，剪片子、看视频全用它，还不错。说个消息：他家马上又要更新几个新配置，想换新电脑的网友，首发价别错过，关键是，他家的全系机型计划做大促，最高直降千元，还送京东180天只换不修的服务。 回顾一下：OMEN暗影精灵10搭载第十四代英特尔® 酷睿™ HX 处理器 ，战力再+1！QHD 240Hz超高刷屏幕，对枪车球爱好者和单机玩家比较友好，称得上真香。 最近打算换机的朋友，这两天不要错过放心冲 http://t.cn/A6Tj3c9e [组图共3张] 原图 ,2024-04-18 11:30,1194,57,300
OagiUymrG,#华为P70##华为Pura70开售# 确实换芯了，微调版本叫麒麟9010....不过目前“Device Info HW”软件识别有误，12核心是超线程的调度器占位，实为8核心，唯一有价值的信息，与麒麟9000S一致采用马良910的GPU。  [组图共2张] 原图 ,2024-04-18 10:39,2008,55,659
Oag6ldZUP,#华为Pura70开售##华为P70# 老乡，抢手机的时候，注意别把人家的门挤爆  原图 ,2024-04-18 10:08,1534,48,375
OafLOhoBa,最可观的不是一英寸大底，而是除了标准，三杯都是同一颗长焦，这确实不同以往...  ,2024-04-18 09:18,1889,48,419
OafgXtG3w,建议查一下华为P1上市时间  ,2024-04-18 08:02,1593,53,298
Oaad5rzNH,稳了  原图 ,2024-04-17 19:08,2508,70,568
Oa9M0aOg9,线下门店这边，不是P70 Pro分货少，而是不同门店不同分货方式。有的是首销领到标准、Pro+，有的是领到Pro、Pro+，个别有Ultra，分货情况不同。  ,2024-04-17 18:02,1744,55,387
Oa96ce3zQ,最近也没啥可发，水两张关于 蓝厂S系列 的猜想图，纯画着玩  [组图共2张] 原图 ,2024-04-17 16:19,410,43,238
Oa8L5tSGV,它是真的皮  ,2024-04-17 15:27,1395,39,404
Oa7OeqUOh,听闻明天相关岗位全部不得调休  ,2024-04-17 13:02,1614,53,407
Oa71wzyJc,发布前的最后一次Pura70系列的猜想图，注意看Deco轮廓，真机更有立体感  原图 ,2024-04-17 11:02,1466,53,432
Oa6gQuryA,现在看到的猜想图也好，外围渲染图也罢，都没有把这个“立体三角”的特点体现出来，仔细看这个官宣图的细节（彩蛋），其实是有梯度、有立体感的三角  原图 ,2024-04-17 09:07,1026,47,304
Oa1pHp4YZ,根据分货图显示，Pura 70 Ultra配色有绿、棕、白、黑…（和图2消息匹配）有网友说：阿焦全是猜的，对了就留下，错的就删掉… 那我挺能猜的，配色全猜对呢  [组图共2张] 原图 ,2024-04-16 20:45,1082,52,489
Oa0ourfUC,过两天就有好消息 嗯哼线上线下同售，4.18还是X Pro的开售日  [组图共2张] 原图 ,2024-04-16 18:09,1282,50,320
O9ZAK5xWa,体验到一加Ace 3V的Colos OS最新版（版本号14.0.1.522），新增应用壁纸缩放、图标无缝形变，还有下拉栏回弹动效 最爽的地方是，操作极其流畅，动画更柔和且一致，阿加这次“调野掂喔”。tips：看得出Ace3V的优先级很高，属于越用越香的类型。  [组图共3张] 原图 ,2024-04-16 16:06,694,73,353
O9ZcSAURr,库克先生最近去越南，一模一样的吃早餐，一模一样的偶遇明星...  熟悉的配方 熟悉的味道  原图 ,2024-04-16 15:08,3274,78,329
O9YAJ7RSS,竖列Deco怎么又热起来了，又有一款中端机要用上了  ,2024-04-16 13:34,609,40,212
O9YqZBk0y,嗯哼，iQOO也上“Turbo”了。骁龙 8s Gen 3旗舰芯 + 独显芯片Turbo这波双芯操作着实有些硬核了！从之前放出的176W的跑分，已经可以看到iQOO Z9 Turbo的性能优秀程度了，再看看Z系列最好的原神稳帧、同档唯一移动光线追踪、同档唯一KPL比赛用机测试认证，再加上6K天幕VC液冷散热配置，直接给游戏玩家带来满级体验。tips：你认为，最终iQOO Z9 Turbo卖多少合适？ [组图共3张] 原图 ,2024-04-16 13:10,543,64,303
O9XZN7oof,咳咳，可能要重点推新影像系列，M60 Pro+即将调价，大概优惠1k左右，大概到7999（原8999）  ,2024-04-16 12:03,1636,59,440
O9WXfmZDg,从捆销的情况判断，首销机器货量可能和去年一样比较紧张  ,2024-04-16 09:24,2237,53,481
O9RnPqURu,问了一嘴，一度推迟的原因... 还有芯片产能的因素，服务器也在使用，随着服务器国产替代和AI大火，服务器的业务需求暴增好几十倍，产能又有限。被动也好主动也罢，但不管怎么说，今天“狼”，真来了。  ,2024-04-15 19:13,3442,64,511
O9QqzjbXd,微泵液冷壳、印花磁吸保护壳、字母磁吸保护壳，齐了   ,2024-04-15 16:47,1337,44,347
O9PPDvV72,但凡有问题，都是我的问题？让大家看看3000元档的努比亚Flip，看看它拍照、折痕还有屏幕观感，对你购机有帮助。#亿点曝光计划# 定焦数码的微博视频  ,2024-04-15 15:16,1120,70,248
